Date,VH,Team,Pitcher,Open
2017-07-24,H,DET,JVERLANDER-R,-145
2017-07-24,V,BAL,KGAUSMAN-R,112
2017-07-24,H,TAM,BSNELL-L,-127
2017-07-24,V,BOS,ERODRIGUEZ-L,130
2017-07-24,H,SEA,JPAXTON-L,-145
2017-07-24,V,CWS,MGONZALEZ-R,210
2017-07-24,H,CUB,KHENDRICKS-R,-240
2017-07-24,V,HOU,BPEACOCK-R,-155
2017-07-24,H,PHI,VVELASQUEZ-R,140
2017-07-24,V,MIA,ACONLEY-L,140
2017-07-24,H,TEX,MPEREZ-L,-155
2017-07-24,V,MIN,BCOLON-R,205
2017-07-24,H,LOS,HRYU-L,-235
2017-07-24,V,CIN,TADLEMAN-R,170
2017-07-24,H,CLE,JTOMLIN-R,-190
2017-07-25,V,MIL,ZDAVIES-R,114
2017-07-25,H,WAS,EJACKSON-R,-124
2017-07-25,V,COL,JGRAY-R,122
2017-07-25,H,STL,LLYNN-R,-137
2017-07-25,V,ATL,MFOLTYNEWICZ-R,125
2017-07-25,H,ARI,TWALKER-R,-140
2017-07-25,V,NYM,SLUGO-R,-115
2017-07-25,H,SDG,KLLOYD-R,105
2017-07-25,V,PIT,JTAILLON-R,110
2017-07-25,H,SFO,MBUMGARNER-L,-125
2017-07-25,V,OAK,,-119
2017-07-25,H,TOR,CVALDEZ-R,109
2017-07-25,V,LAA,JCHAVEZ-R,153
2017-07-25,H,CLE,MCLEVINGER-R,-173
2017-07-25,V,KAN,DDUFFY-L,121
2017-07-25,H,DET,MFULMER-R,-136
2017-07-25,V,BAL,WMILEY-L,126
2017-07-25,H,TAM,JFARIA-R,-141
2017-07-25,V,BOS,DPOMERANZ-L,-119
2017-07-25,H,SEA,FHERNANDEZ-R,109
2017-07-25,V,CWS,CRODON-L,180
2017-07-25,H,CUB,JLACKEY-R,-205
2017-07-25,V,HOU,CMORTON-R,-161
2017-07-25,H,PHI,NPIVETTA-R,141
2017-07-25,V,CIN,LCASTILLO-R,156
2017-07-25,H,NYY,JMONTGOMERY-L,-176
2017-07-25,V,MIA,DSTRAILY-R,128
2017-07-25,H,TEX,CHAMELS-L,-143
2017-07-25,V,MIN,JBERRIOS-R,174
2017-07-25,H,LOS,KMAEDA-R,-194
2017-07-26,V,ATL,ABLAIR-R,163
2017-07-26,H,ARI,PCORBIN-L,-183
2017-07-26,V,PIT,TWILLIAMS-R,112
2017-07-26,H,SFO,JSAMARDZIJA-R,-127
2017-07-26,V,MIL,JNELSON-R,134
2017-07-26,H,WAS,GGONZALEZ-L,-149
2017-07-26,V,COL,JHOFFMAN-R,138
2017-07-26,H,STL,CMARTINEZ-R,-153
2017-07-26,V,NYM,SMATZ-L,-122
2017-07-26,H,SDG,JCHACIN-R,112
2017-07-26,V,BAL,UJIMENEZ-R,116
2017-07-26,H,TAM,ACOBB-R,-131
2017-07-26,V,BOS,CSALE-L,-209
2017-07-26,H,SEA,AMOORE-R,184
2017-07-26,V,OAK,PBLACKBURN-R,143
2017-07-26,H,TOR,MESTRADA-R,-163
2017-07-26,V,LAA,RNOLASCO-R,175
2017-07-26,H,CLE,CCARRASCO-R,-200
2017-07-26,V,KAN,IKENNEDY-R,103
2017-07-26,H,DET,ASANCHEZ-R,-113
2017-07-26,V,CIN,HBAILEY-R,200
2017-07-26,H,NYY,LSEVERINO-R,-225
2017-07-26,V,HOU,MFIERS-R,-129
2017-07-26,H,PHI,ANOLA-R,114
2017-07-26,V,MIA,JURENA-R,153
2017-07-26,H,TEX,YDARVISH-R,-173
2017-07-26,V,CUB,JARRIETA-R,-195
2017-07-26,H,CWS,JSHIELDS-R,175
2017-07-26,V,MIN,ESANTANA-R,175
2017-07-26,H,LOS,BSTEWART-R,-200
2017-07-27,V,MIL,MBLAZEK-R,200
2017-07-27,H,WAS,MSCHERZER-R,-225
2017-07-27,V,CIN,RSTEPHENSON-R,128
2017-07-27,H,MIA,CO'GRADY-L,-143
2017-07-27,V,ARI,ZGODLEY-R,105
2017-07-27,H,STL,LWEAVER-R,-115
2017-07-27,V,NYM,CFLEXEN-R,-111
2017-07-27,H,SDG,LPERDOMO-R,101
2017-07-27,V,LAA,JRAMIREZ-R,144
2017-07-27,H,CLE,TBAUER-R,-164
2017-07-27,V,OAK,SMANAEA-L,140
2017-07-27,H,TOR,MSTROMAN-R,-155
2017-07-27,V,TAM,CARCHER-R,-105
2017-07-27,H,NYY,CSABATHIA-L,-105
2017-07-27,V,CUB,JLESTER-L,-220
2017-07-27,H,CWS,MPELFREY-R,195
2017-07-28,V,ATL,JTEHERAN-R,-126
2017-07-28,H,PHI,JTHOMPSON-R,111
2017-07-28,V,CIN,SROMANO-R,-119
2017-07-28,H,MIA,VWORLEY-R,109
2017-07-28,V,CUB,JQUINTANA-L,-136
2017-07-28,H,MIL,BSUTER-L,121
2017-07-28,V,ARI,RRAY-L,101
2017-07-28,H,STL,MWACHA-R,-111
2017-07-28,V,SFO,MMOORE-L,255
2017-07-28,H,LOS,AWOOD-L,-290
2017-07-28,V,PIT,CKUHL-R,-142
2017-07-28,H,SDG,TWOOD-L,127
2017-07-28,V,TAM,APRUITT-R,158
2017-07-28,H,NYY,MTANAKA-R,-178
2017-07-28,V,LAA,PBRIDWELL-R,143
2017-07-28,H,TOR,JHAPP-L,-163
2017-07-28,V,KAN,JVARGAS-L,155
2017-07-28,H,BOS,RPORCELLO-R,-175
2017-07-28,V,HOU,DKEUCHEL-L,-182
2017-07-28,H,DET,JZIMMERMANN-R,162
2017-07-28,V,BAL,CTILLMAN-R,125
2017-07-28,H,TEX,ACASHNER-R,-140
2017-07-28,V,CLE,DSALAZAR-R,-216
2017-07-28,H,CWS,DHOLLAND-L,191
2017-07-28,V,MIN,,-113
2017-07-28,H,OAK,DGOSSETT-R,103
2017-07-28,V,NYM,RMONTERO-R,141
2017-07-28,H,SEA,AMIRANDA-L,-156
2017-07-29,V,SFO,TBLACH-L,235
2017-07-29,H,LOS,RHILL-L,-270
2017-07-29,V,COL,GMARQUEZ-R,111
2017-07-29,H,WAS,TROARK-R,-121
2017-07-29,V,ATL,SNEWCOMB-L,111
2017-07-29,H,PHI,JEICKHOFF-R,-121
2017-07-29,V,CIN,TADLEMAN-R,136
2017-07-29,H,MIA,ACONLEY-L,-151
2017-07-29,V,CUB,KHENDRICKS-R,-161
2017-07-29,H,MIL,JGUERRA-R,141
2017-07-29,V,ARI,ZGREINKE-R,-127
2017-07-29,H,STL,MLEAKE-R,112
2017-07-29,V,PIT,INOVA-R,-131
2017-07-29,H,SDG,DLAMET-R,116
2017-07-29,V,TAM,BSNELL-L,111
2017-07-29,H,NYY,CSMITH-L,-121
2017-07-29,V,LAA,YPETIT-R,125
2017-07-29,H,TOR,,-140
2017-07-29,V,HOU,CMCHUGH-R,-131
2017-07-29,H,DET,MBOYD-L,116
2017-07-29,V,CLE,CKLUBER-R,-271
2017-07-29,H,CWS,MGONZALEZ-R,236
2017-07-29,V,KAN,TCAHILL-R,130
2017-07-29,H,BOS,ERODRIGUEZ-L,-145
2017-07-29,V,BAL,KGAUSMAN-R,-111
2017-07-29,H,TEX,ABIBENS-DIRKX-R,101
2017-07-29,V,MIN,AMEJIA-L,-104
2017-07-29,H,OAK,CSMITH-R,-106
2017-07-29,V,NYM,JDEGROM-R,-155
2017-07-29,H,SEA,YGALLARDO-R,140
2017-07-30,V,CIN,LCASTILLO-R,111
2017-07-30,H,MIA,DSTRAILY-R,-126
2017-07-30,V,ATL,RDICKEY-R,101
2017-07-30,H,PHI,VVELASQUEZ-R,-111
2017-07-30,V,COL,KFREELAND-L,-101
2017-07-30,H,WAS,EFEDDE-R,-109
2017-07-30,V,CUB,JLACKEY-R,-121
2017-07-30,H,MIL,ZDAVIES-R,111
2017-07-30,V,ARI,TWALKER-R,111
2017-07-30,H,STL,LLYNN-R,-121
2017-07-30,V,SFO,MBUMGARNER-L,235
2017-07-30,H,LOS,HRYU-L,-270
2017-07-30,V,PIT,GCOLE-R,-170
2017-07-30,H,SDG,CRICHARD-L,150
2017-07-30,V,KAN,JHAMMEL-R,130
2017-07-30,H,BOS,DPOMERANZ-L,-145
2017-07-30,V,TAM,JFARIA-R,140
2017-07-30,H,NYY,JMONTGOMERY-L,-155
2017-07-30,V,LAA,JCHAVEZ-R,125
2017-07-30,H,TOR,CVALDEZ-R,-140
2017-07-30,V,HOU,LMCCULLERS-R,-131
2017-07-30,H,DET,JVERLANDER-R,116
2017-07-30,V,CLE,JTOMLIN-R,-190
2017-07-30,H,CWS,CRODON-L,170
2017-07-30,V,BAL,WMILEY-L,125
2017-07-30,H,TEX,MPEREZ-L,-140
2017-07-30,V,MIN,BCOLON-R,175
2017-07-30,H,OAK,JCOTTON-R,-200
2017-07-30,V,NYM,SLUGO-R,175
2017-07-30,H,SEA,JPAXTON-L,-200
2017-07-30,V,COL,JGRAY-R,-115
2017-07-30,H,WAS,EJACKSON-R,105
2017-07-31,V,ATL,MFOLTYNEWICZ-R,-101
2017-07-31,H,PHI,NPIVETTA-R,-109
2017-07-31,V,WAS,GGONZALEZ-L,-124
2017-07-31,H,MIA,JURENA-R,114
2017-07-31,V,KAN,DDUFFY-L,-129
2017-07-31,H,BAL,UJIMENEZ-R,114
2017-07-31,V,DET,MFULMER-R,156
2017-07-31,H,NYY,LSEVERINO-R,-176
2017-07-31,V,CLE,MCLEVINGER-R,-135
2017-07-31,H,BOS,DFISTER-R,120
2017-07-31,V,SEA,FHERNANDEZ-R,125
2017-07-31,H,TEX,CHAMELS-L,-140
2017-07-31,V,TAM,ACOBB-R,140
2017-07-31,H,HOU,CMORTON-R,-155
2017-07-31,V,TOR,MESTRADA-R,-160
2017-07-31,H,CWS,JSHIELDS-R,140
2017-07-31,V,SFO,MCAIN-R,140
2017-07-31,H,OAK,PBLACKBURN-R,-160
2017-08-01,V,CIN,HBAILEY-R,140
2017-08-01,H,PIT,JTAILLON-R,-160
2017-08-01,V,WAS,MSCHERZER-R,-200
2017-08-01,H,MIA,CO'GRADY-L,175
2017-08-01,V,LOS,KMAEDA-R,-194
2017-08-01,H,ATL,LSIMS-R,174
2017-08-01,V,STL,CMARTINEZ-R,-109
2017-08-01,H,MIL,JNELSON-R,-101
2017-08-01,V,ARI,PCORBIN-L,150
2017-08-01,H,CUB,JLESTER-L,-170
2017-08-01,V,NYM,SMATZ-L,135
2017-08-01,H,COL,JHOFFMAN-R,-150
2017-08-01,V,KAN,IKENNEDY-R,-105
2017-08-01,H,BAL,DBUNDY-R,-105
2017-08-01,V,DET,ASANCHEZ-R,160
2017-08-01,H,NYY,CSABATHIA-L,-180
2017-08-01,V,CLE,CCARRASCO-R,132
2017-08-01,H,BOS,CSALE-L,-147
2017-08-01,V,SEA,ERAMIREZ-R,140
2017-08-01,H,TEX,NMARTINEZ-R,-160
2017-08-01,V,TOR,MSTROMAN-R,-200
2017-08-01,H,CWS,MPELFREY-R,175
2017-08-01,V,TAM,CARCHER-R,114
2017-08-01,H,HOU,MFIERS-R,-129
2017-08-01,V,SFO,JSAMARDZIJA-R,111
2017-08-01,H,OAK,SMANAEA-L,-121
2017-08-01,V,PHI,ANOLA-R,-101
2017-08-01,H,LAA,RNOLASCO-R,-109
2017-08-01,V,MIN,JBERRIOS-R,-106
2017-08-01,H,SDG,JCHACIN-R,-104
2017-08-02,V,CIN,RSTEPHENSON-R,140
2017-08-02,H,PIT,TWILLIAMS-R,-155
2017-08-02,V,WAS,ACOLE-R,-125
2017-08-02,H,MIA,VWORLEY-R,110
2017-08-02,V,LOS,BSTEWART-R,-165
2017-08-02,H,ATL,JTEHERAN-R,145
2017-08-02,V,ARI,ZGODLEY-R,155
2017-08-02,H,CUB,JARRIETA-R,-175
2017-08-02,V,STL,LWEAVER-R,120
2017-08-02,H,MIL,BSUTER-L,-135
2017-08-02,V,NYM,CFLEXEN-R,145
2017-08-02,H,COL,TCHATWOOD-R,-165
2017-08-02,V,DET,JZIMMERMANN-R,185
2017-08-02,H,NYY,MTANAKA-R,-210
2017-08-02,V,TOR,JHAPP-L,-200
2017-08-02,H,CWS,DHOLLAND-L,175
2017-08-02,V,KAN,JVARGAS-L,105
2017-08-02,H,BAL,JHELLICKSON-R,-115
2017-08-02,V,SEA,AMIRANDA-L,104
2017-08-02,H,TEX,ACASHNER-R,-114
2017-08-02,V,TAM,APRUITT-R,196
2017-08-02,H,HOU,DKEUCHEL-L,-221
2017-08-02,V,MIN,ESANTANA-R,-115
2017-08-02,H,SDG,LPERDOMO-R,105
2017-08-02,V,PHI,JTHOMPSON-R,170
2017-08-02,H,LAA,JRAMIREZ-R,-190
2017-08-02,V,OAK,DGOSSETT-R,114
2017-08-02,H,SFO,MMOORE-L,-129
2017-08-03,V,STL,MWACHA-R,-121
2017-08-03,H,MIL,MGARZA-R,111
2017-08-03,V,ARI,ZGREINKE-R,114
2017-08-03,H,CUB,JQUINTANA-L,-129
2017-08-03,V,NYM,RMONTERO-R,141
2017-08-03,H,COL,GMARQUEZ-R,-161
2017-08-03,V,CIN,SROMANO-R,150
2017-08-03,H,PIT,CKUHL-R,-170
2017-08-03,V,LOS,AWOOD-L,-245
2017-08-03,H,ATL,SNEWCOMB-L,215
2017-08-03,V,DET,MBOYD-L,123
2017-08-03,H,BAL,CTILLMAN-R,-138
2017-08-03,V,CWS,MGONZALEZ-R,210
2017-08-03,H,BOS,RPORCELLO-R,-240
2017-08-03,V,NYY,SGRAY-R,116
2017-08-03,H,CLE,CKLUBER-R,-131
2017-08-03,V,TAM,BSNELL-L,141
2017-08-03,H,HOU,CMCHUGH-R,-161
2017-08-03,V,TEX,AGRIFFIN-R,115
2017-08-03,H,MIN,AMEJIA-L,-130
2017-08-03,V,SEA,YGALLARDO-R,111
2017-08-03,H,KAN,TCAHILL-R,-121
2017-08-03,V,PHI,JEICKHOFF-R,130
2017-08-03,H,LAA,PBRIDWELL-R,-145
2017-08-03,V,OAK,KGRAVEMAN-R,116
2017-08-03,H,SFO,TBLACH-L,-131
2017-08-04,V,WAS,TROARK-R,135
2017-08-04,H,CUB,KHENDRICKS-R,-150
2017-08-04,V,STL,MLEAKE-R,-131
2017-08-04,H,CIN,WOJCIECHOWSKI-R,116
2017-08-04,V,SDG,TWOOD-L,140
2017-08-04,H,PIT,INOVA-R,-160
2017-08-04,V,LOS,YDARVISH-R,-115
2017-08-04,H,NYM,JDEGROM-R,105
2017-08-04,V,MIA,ACONLEY-L,-105
2017-08-04,H,ATL,RDICKEY-R,-105
2017-08-04,V,PHI,VVELASQUEZ-R,145
2017-08-04,H,COL,KFREELAND-L,-165
2017-08-04,V,ARI,ABANDA-L,143
2017-08-04,H,SFO,MBUMGARNER-L,-158
2017-08-04,V,DET,JVERLANDER-R,-101
2017-08-04,H,BAL,KGAUSMAN-R,-109
2017-08-04,V,CWS,CRODON-L,185
2017-08-04,H,BOS,ERODRIGUEZ-L,-210
2017-08-04,V,NYY,JGARCIA-L,140
2017-08-04,H,CLE,TBAUER-R,-155
2017-08-04,V,TOR,CVALDEZ-R,175
2017-08-04,H,HOU,BPEACOCK-R,-200
2017-08-04,V,TEX,MPEREZ-L,-120
2017-08-04,H,MIN,BCOLON-R,110
2017-08-04,V,SEA,JPAXTON-L,-131
2017-08-04,H,KAN,JHAMMEL-R,116
2017-08-04,V,OAK,JCOTTON-R,116
2017-08-04,H,LAA,TSCRIBNER-R,-131
2017-08-04,V,MIL,BWOODRUFF-R,130
2017-08-04,H,TAM,JFARIA-R,-145
2017-08-05,V,WAS,EJACKSON-R,135
2017-08-05,H,CUB,JLACKEY-R,-150
2017-08-05,V,LOS,RHILL-L,-185
2017-08-05,H,NYM,SLUGO-R,165
2017-08-05,V,SDG,DLAMET-R,155
2017-08-05,H,PIT,GCOLE-R,-175
2017-08-05,V,MIA,DSTRAILY-R,-105
2017-08-05,H,ATL,MFOLTYNEWICZ-R,-105
2017-08-05,V,STL,LLYNN-R,107
2017-08-05,H,CIN,LCASTILLO-R,-117
2017-08-05,V,PHI,NPIVETTA-R,173
2017-08-05,H,COL,JGRAY-R,-193
2017-08-05,V,ARI,TWALKER-R,-140
2017-08-05,H,SFO,CSTRATTON-R,125
2017-08-05,V,DET,DVERHAGEN-R,138
2017-08-05,H,BAL,WMILEY-L,-153
2017-08-05,V,CWS,JSHIELDS-R,255
2017-08-05,H,BOS,DPOMERANZ-L,-290
2017-08-05,V,TOR,MESTRADA-R,130
2017-08-05,H,HOU,CMORTON-R,-145
2017-08-05,V,NYY,JMONTGOMERY-L,136
2017-08-05,H,CLE,DSALAZAR-R,-151
2017-08-05,V,TEX,CHAMELS-L,-140
2017-08-05,H,MIN,KGIBSON-R,125
2017-08-05,V,OAK,PBLACKBURN-R,130
2017-08-05,H,LAA,TSKAGGS-L,-145
2017-08-05,V,MIL,ZDAVIES-R,120
2017-08-05,H,TAM,ACOBB-R,-135
2017-08-06,V,STL,AWAINWRIGHT-R,-126
2017-08-06,H,CIN,HBAILEY-R,111
2017-08-06,V,LOS,HRYU-L,-170
2017-08-06,H,NYM,SMATZ-L,150
2017-08-06,V,SDG,CRICHARD-L,155
2017-08-06,H,PIT,JTAILLON-R,-175
2017-08-06,V,MIA,JURENA-R,-115
2017-08-06,H,ATL,LSIMS-R,105
2017-08-06,V,WAS,EFEDDE-R,175
2017-08-06,H,CUB,JLESTER-L,-200
2017-08-06,V,PHI,ANOLA-R,116
2017-08-06,H,COL,JHOFFMAN-R,-131
2017-08-06,V,ARI,PCORBIN-L,111
2017-08-06,H,SFO,JSAMARDZIJA-R,-121
2017-08-06,V,NYY,LSEVERINO-R,109
2017-08-06,H,CLE,CCARRASCO-R,-119
2017-08-06,V,DET,ASANCHEZ-R,120
2017-08-06,H,BAL,UJIMENEZ-R,-135
2017-08-06,V,CWS,MPELFREY-R,190
2017-08-06,H,BOS,DFISTER-R,-215
2017-08-06,V,TOR,MSTROMAN-R,101
2017-08-06,H,HOU,MFIERS-R,-111
2017-08-06,V,TEX,NMARTINEZ-R,120
2017-08-06,H,MIN,JBERRIOS-R,-135
2017-08-06,V,SEA,MGONZALES-L,116
2017-08-06,H,KAN,DDUFFY-L,-131
2017-08-06,V,OAK,SMANAEA-L,120
2017-08-06,H,LAA,RNOLASCO-R,-135
2017-08-06,V,MIL,JNELSON-R,116
2017-08-06,H,TAM,CARCHER-R,-131
2017-08-06,V,SEA,ERAMIREZ-R,-119
2017-08-06,H,KAN,JJUNIS-R,109
2017-08-07,V,MIA,CO'GRADY-L,265
2017-08-07,H,WAS,MSCHERZER-R,-305
2017-08-07,V,SDG,JCHACIN-R,111
2017-08-07,H,CIN,TADLEMAN-R,-121
2017-08-07,V,CUB,JARRIETA-R,-185
2017-08-07,H,SFO,MMOORE-L,165
2017-08-07,V,BAL,DBUNDY-R,111
2017-08-07,H,LAA,JRAMIREZ-R,-126
2017-08-07,V,DET,JZIMMERMANN-R,114
2017-08-07,H,PIT,TWILLIAMS-R,-129
2017-08-07,V,MIL,BSUTER-L,111
2017-08-07,H,MIN,ESANTANA-R,-121
2017-08-07,V,STL,CMARTINEZ-R,101
2017-08-07,H,KAN,IKENNEDY-R,-111
2017-08-08,V,MIA,VWORLEY-R,129
2017-08-08,H,WAS,ACOLE-R,-144
2017-08-08,V,SDG,LPERDOMO-R,131
2017-08-08,H,CIN,SROMANO-R,-146
2017-08-08,V,PHI,ZEFLIN-R,140
2017-08-08,H,ATL,JTEHERAN-R,-160
2017-08-08,V,LOS,KMAEDA-R,-121
2017-08-08,H,ARI,ZGODLEY-R,111
2017-08-08,V,CUB,JQUINTANA-L,-175
2017-08-08,H,SFO,TBLACH-L,155
2017-08-08,V,NYY,CSABATHIA-L,-101
2017-08-08,H,TOR,JHAPP-L,-109
2017-08-08,V,BOS,CSALE-L,-200
2017-08-08,H,TAM,APRUITT-R,175
2017-08-08,V,HOU,DKEUCHEL-L,-240
2017-08-08,H,CWS,DHOLLAND-L,210
2017-08-08,V,SEA,AMIRANDA-L,-106
2017-08-08,H,OAK,KGRAVEMAN-R,-104
2017-08-08,V,BAL,JHELLICKSON-R,111
2017-08-08,H,LAA,PBRIDWELL-R,-121
2017-08-08,V,DET,MBOYD-L,140
2017-08-08,H,PIT,CKUHL-R,-155
2017-08-08,V,TEX,AGRIFFIN-R,-103
2017-08-08,H,NYM,CFLEXEN-R,-107
2017-08-08,V,COL,GMARQUEZ-R,200
2017-08-08,H,CLE,CKLUBER-R,-225
2017-08-08,V,MIL,MGARZA-R,-107
2017-08-08,H,MIN,AMEJIA-L,-103
2017-08-08,V,STL,MWACHA-R,-103
2017-08-08,H,KAN,JVARGAS-L,-107
2017-08-09,V,CUB,KHENDRICKS-R,-102
2017-08-09,H,SFO,MBUMGARNER-L,-108
2017-08-09,V,MIA,ACONLEY-L,155
2017-08-09,H,WAS,GGONZALEZ-L,-175
2017-08-09,V,SDG,TWOOD-L,130
2017-08-09,H,CIN,WOJCIECHOWSKI-R,-145
2017-08-09,V,PHI,JEICKHOFF-R,130
2017-08-09,H,ATL,SNEWCOMB-L,-145
2017-08-09,V,LOS,AWOOD-L,-129
2017-08-09,H,ARI,ZGREINKE-R,114
2017-08-09,V,SEA,YGALLARDO-R,-101
2017-08-09,H,OAK,JCOTTON-R,-109
2017-08-09,V,BAL,KGAUSMAN-R,-129
2017-08-09,H,LAA,TSCRIBNER-R,114
2017-08-09,V,NYY,MTANAKA-R,-145
2017-08-09,H,TOR,NTEPESCH-R,130
2017-08-09,V,BOS,RPORCELLO-R,-119
2017-08-09,H,TAM,JODORIZZI-R,109
2017-08-09,V,HOU,CMCHUGH-R,-210
2017-08-09,H,CWS,MGONZALEZ-R,185
2017-08-09,V,TEX,MPEREZ-L,106
2017-08-09,H,NYM,RMONTERO-R,-116
2017-08-09,V,COL,ASENZATELA-R,145
2017-08-09,H,CLE,TBAUER-R,-165
2017-08-09,V,PIT,INOVA-R,120
2017-08-09,H,DET,JVERLANDER-R,-135
2017-08-09,V,MIN,BCOLON-R,140
2017-08-09,H,MIL,BWOODRUFF-R,-155
2017-08-09,V,KAN,TCAHILL-R,125
2017-08-09,H,STL,,-140
2017-08-10,V,SDG,DLAMET-R,120
2017-08-10,H,CIN,LCASTILLO-R,-135
2017-08-10,V,MIA,DSTRAILY-R,150
2017-08-10,H,WAS,TROARK-R,-170
2017-08-10,V,NYM,JDEGROM-R,-155
2017-08-10,H,PHI,VVELASQUEZ-R,140
2017-08-10,V,LOS,YDARVISH-R,-160
2017-08-10,H,ARI,ABANDA-L,140
2017-08-10,V,NYY,SGRAY-R,-140
2017-08-10,H,TOR,MESTRADA-R,125
2017-08-10,V,CLE,DSALAZAR-R,-140
2017-08-10,H,TAM,BSNELL-L,125
2017-08-10,V,HOU,BPEACOCK-R,-195
2017-08-10,H,CWS,CRODON-L,175
2017-08-10,V,BAL,WMILEY-L,-109
2017-08-10,H,OAK,CSMITH-R,-101
2017-08-10,V,LAA,TSKAGGS-L,185
2017-08-10,H,SEA,JPAXTON-L,-210
2017-08-10,V,PIT,GCOLE-R,-150
2017-08-10,H,DET,DVERHAGEN-R,135
2017-08-10,V,KAN,JHAMMEL-R,125
2017-08-10,H,STL,LLYNN-R,-140
2017-08-10,V,MIN,DENNS-L,145
2017-08-10,H,MIL,ZDAVIES-R,-165
2017-08-11,V,NYM,SLUGO-R,-110
2017-08-11,H,PHI,NPIVETTA-R,100
2017-08-11,V,COL,JGRAY-R,100
2017-08-11,H,MIA,JURENA-R,-110
2017-08-11,V,CIN,HBAILEY-R,160
2017-08-11,H,MIL,JNELSON-R,-180
2017-08-11,V,ATL,MFOLTYNEWICZ-R,145
2017-08-11,H,STL,AWAINWRIGHT-R,-165
2017-08-11,V,CUB,JLACKEY-R,-109
2017-08-11,H,ARI,TWALKER-R,-101
2017-08-11,V,SDG,CRICHARD-L,300
2017-08-11,H,LOS,RHILL-L,-350
2017-08-11,V,BOS,ERODRIGUEZ-L,116
2017-08-11,H,NYY,JGARCIA-L,-131
2017-08-11,V,MIN,KGIBSON-R,109
2017-08-11,H,DET,ASANCHEZ-R,-119
2017-08-11,V,CLE,CCARRASCO-R,-131
2017-08-11,H,TAM,JFARIA-R,116
2017-08-11,V,HOU,CMORTON-R,-110
2017-08-11,H,TEX,CHAMELS-L,100
2017-08-11,V,KAN,DDUFFY-L,-153
2017-08-11,H,CWS,RLOPEZ-R,138
2017-08-11,V,BAL,UJIMENEZ-R,101
2017-08-11,H,OAK,PBLACKBURN-R,-111
2017-08-11,V,LAA,RNOLASCO-R,102
2017-08-11,H,SEA,MGONZALES-L,-112
2017-08-11,V,PIT,JTAILLON-R,143
2017-08-11,H,TOR,MSTROMAN-R,-163
2017-08-12,V,SFO,JSAMARDZIJA-R,210
2017-08-12,H,WAS,EJACKSON-R,-240
2017-08-12,V,NYM,SMATZ-L,125
2017-08-12,H,PHI,ANOLA-R,-140
2017-08-12,V,CIN,SFELDMAN-R,125
2017-08-12,H,MIL,BSUTER-L,-140
2017-08-12,V,COL,JHOFFMAN-R,-122
2017-08-12,H,MIA,JNICOLINO-L,112
2017-08-12,V,ATL,LSIMS-R,205
2017-08-12,H,STL,CMARTINEZ-R,-230
2017-08-12,V,CUB,JLESTER-L,-140
2017-08-12,H,ARI,PCORBIN-L,125
2017-08-12,V,SDG,JCHACIN-R,210
2017-08-12,H,LOS,HRYU-L,-240
2017-08-12,V,BOS,DPOMERANZ-L,141
2017-08-12,H,NYY,LSEVERINO-R,-156
2017-08-12,V,CLE,MCLEVINGER-R,125
2017-08-12,H,TAM,CARCHER-R,-140
2017-08-12,V,MIN,JBERRIOS-R,109
2017-08-12,H,DET,JZIMMERMANN-R,-119
2017-08-12,V,KAN,IKENNEDY-R,-160
2017-08-12,H,CWS,JSHIELDS-R,140
2017-08-12,V,HOU,MFIERS-R,-135
2017-08-12,H,TEX,TROSS-R,120
2017-08-12,V,BAL,DBUNDY-R,-118
2017-08-12,H,OAK,SMANAEA-L,108
2017-08-12,V,LAA,JRAMIREZ-R,-121
2017-08-12,H,SEA,ERAMIREZ-R,111
2017-08-12,V,PIT,TWILLIAMS-R,101
2017-08-12,H,TOR,CROWLEY-R,-111
2017-08-13,V,COL,GMARQUEZ-R,-121
2017-08-13,H,MIA,VWORLEY-R,111
2017-08-13,V,SFO,CSTRATTON-R,145
2017-08-13,H,WAS,ACOLE-R,-165
2017-08-13,V,NYM,CFLEXEN-R,105
2017-08-13,H,PHI,ZEFLIN-R,-115
2017-08-13,V,CIN,SROMANO-R,125
2017-08-13,H,MIL,MGARZA-R,-140
2017-08-13,V,ATL,RDICKEY-R,155
2017-08-13,H,STL,MWACHA-R,-175
2017-08-13,V,CUB,JARRIETA-R,-105
2017-08-13,H,ARI,ZGODLEY-R,-105
2017-08-13,V,SDG,LPERDOMO-R,245
2017-08-13,H,LOS,KMAEDA-R,-280
2017-08-13,V,BOS,CSALE-L,-175
2017-08-13,H,NYY,JMONTGOMERY-L,155
2017-08-13,V,MIN,ESANTANA-R,-126
2017-08-13,H,DET,MBOYD-L,111
2017-08-13,V,CLE,CKLUBER-R,-200
2017-08-13,H,TAM,APRUITT-R,175
2017-08-13,V,KAN,JVARGAS-L,-140
2017-08-13,H,CWS,DHOLLAND-L,125
2017-08-13,V,HOU,DKEUCHEL-L,-140
2017-08-13,H,TEX,ACASHNER-R,125
2017-08-13,V,BAL,JHELLICKSON-R,-131
2017-08-13,H,OAK,KGRAVEMAN-R,116
2017-08-13,V,LAA,PBRIDWELL-R,109
2017-08-13,H,SEA,AMIRANDA-L,-119
2017-08-13,V,PIT,CKUHL-R,116
2017-08-13,H,TOR,JHAPP-L,-131
2017-08-13,V,SFO,MMOORE-L,215
2017-08-13,H,WAS,MSCHERZER-R,-245
2017-08-14,V,SFO,TBLACH-L,116
